Col1,Col2,Col3,Preprocessed Col3
17518,2,RT @TEL1967: Darn trash man he beat me to the good stuff again. http://t.co/vdDJQ4l0mg,rt @ tel1967 ||| darn trash man beat good stuff
17519,1,RT @TERA1PATRICK: I'm happy for the bung holes and negativity desperate guys spew on here &#128077;a GOOD example of WHAT not to be and what I don'&#8230;,rt @ tera1patrick ||| happy bung hole ||| negativity desperate guy spew | ||| good example don'and
17520,1,"RT @TEYANATAYLOR: Me and this bitch may not be the best of friends, but this cover??? #STUNNING! #LoveIt She ate that &#128525;&#128525;&#128525;&#128525;&#128525; http://t.co/N5z&#8230;",rt @ teyanataylor | bitch best friend | cover ||| stun ||| loveit eat | | | |
17521,2,RT @TFCbooks: Friday 6pm @busboysandpoets Vivek Balk: Bengali Harlem &amp; the Lost Histories of South Asian America http://t.co/veYAqnAiDG &#8230; @&#8230;,rt @ tfcbooks | friday pm @ busboysandpoets vivek balk | bengali harlem andamp | lose history south asian america | @
17522,1,"RT @TGrozay: ""@WhereYoHussleAt: I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo"" http://t.co&#8230;",rt @ tgrozay | " " @ whereyohussleat ||| movie weekend | ||| bffl | bitch | nigga | just ||| solo " "
17523,1,RT @THAT_bitch_xo: Some bitches forget you have to be a friend to keep a friend #getlostfakebitch&#9996;,rt @ | bitch | xo ||| bitch forget you friend friend | getlostfakebitchand
17524,1,RT @THOTSNEXTDOOR: I just wanna spread your legs &amp; kiss &amp; lick my way down to your pussy just so I can feel every bit of wetness on my tong&#8230;,rt @ thotsnextdoor ||| just wanna spread your leg andamp | kiss andamp ||| lick way your pussy just feel bite wetness tongand
17525,1,RT @TIKOAMG: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU,rt @ tikoamg ||| social network bitch head like
17526,1,RT @TKNCASH1: On the NorthSide @ WildBills With @Djholiday &#128073;Come up on a check &#10004;&#65039; Left that hoe&#128581; alone &#10004;&#65039;&#8230; http://t.co/KvLpJsua4f,rt @ tkncash1 | northside @ wildbills @ djholiday | come check | | leave hoeand | | |
17527,1,RT @TMRoja: I'm all cock and pussy like in my tweets; and all penis and vagina like in DMs &#128586;,rt @ tmroja ||| cock pussy like tweet | penis vagina like dms
17528,1,RT @TMTWW_: @artillery909 @Ugh_Sickoe @LearnSomethlng how the bitch ear get burnt?,rt @ tmtww | @ artillery909 @ ugh | sickoe @ learnsomethlng bitch ear burn
17529,2,RT @TM__7: &#128514;&#128514;&#128514;&#128514;&#128514;&#128513;&#128513;&#128513;&#128513;&#128588;&#128588; RT @Lizzs_Lockeroom: Watching a bird poop on your car after you just got it washed http://t.co/k6AiIVU6Ph,rt @ tm | | | | | | | | | | | | rt @ lizzs | lockeroom | watch bird poop your car ||| you just wash
17530,1,RT @TOBINSUPREME: y does every female think every nigga they come across is in love w them?,rt @ tobinsupreme ||| y female think nigga come love w
"bitch I could leave u , smoke a blunt &amp; forget &#8230;",,"",""
17531,1,RT @TODDIE_soPLAYER: Ctfu &#128514;&#128514;&#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;,rt @ toddie | soplayer | ctfu | | | @ | sqquad | | @ toddie | soplayer | @ | raygine bitch dem feeling new dickand | | | " " | | | | | | | | | | | | |
17532,1,RT @TOKYOJETZ: This nigga said ""bitch told me she sent a nigga ta jail.... man I thought it was legal ta beat yo hoe...that's yo hoe!"" Lmao&#8230;,rt @ tokyojetz ||| nigga say " " bitch tell send nigga ta jail ||| man think legal ta beat yo hoe ||| 's yo hoe " lmaoand
17533,1,RT @TORYRVGXR: I be in yo bitch pussy like http://t.co/GJXThTpjpU,rt @ toryrvgxr ||| yo bitch pussy like
17534,1,RT @TOnycranshaw22: @AlmightyVinny_ @RichHomieMeezy @54OO_Mauri bitch stop lien,rt @ tonycranshaw22 | @ almightyvinny | @ richhomiemeezy @ oo | mauri bitch stop lien
17535,1,RT @TRAPLORDHOE: When your main bitch friends see you at a party ... http://t.co/DW7Fu9l9Y2,rt @ traplordhoe ||| your main bitch friend you party
17536,1,RT @TRAPMAMA: @_BoobieJohnson so i could catch a round with half these pussies out here,rt @ trapmama | @ | boobiejohnson catch round half pussy
17537,1,"RT @TRU_Realigion_: Let a bitch try me try me, Ima swing her to the whole mf family &#128080;&#128514;",rt @ tru | realigion | ||| let bitch try try | ima swing mf family |
17538,1,"RT @TRobRobinator: Basically, I'm the shit bitch",rt @ trobrobinator | basically | shit bitch
17539,1,"RT @T_ElMarauder: So when the clock hits 12 o'clock imma need the baddest, lightest, &amp; brightest hoes to be at @WhatsAshirt door. Give my b&#8230;",rt @ t | elmarauder ||| clock hit o'clock imma need baddest | lightest | andamp ||| brightest hoe @ whatsashirt door ||| band
17540,1,RT @T_Madison_x: A hoe ass nigga will never change,rt @ t | madison | x ||| hoe ass nigga change
17541,2,"RT @T_Mart88: Jaheim, Donell Jones, Lyfe Jennings, Ginuwine, Charlie Wilson, Dru Hill, NEXT, Jodeci, Tyrese and etc ...... bring THAT type &#8230;",rt @ t | mart88 | jaheim | donell jones | lyfe jennings | ginuwine | charlie wilson | dru hill | | jodeci | tyrese ||| bring type
17542,1,RT @TacoPablo_: Rich dollaz always trynna snatch a bitch. Like he a bitch &#128514;,rt @ tacopablo | ||| rich dollaz trynna snatch bitch ||| like bitch
17543,1,RT @TacoRell Stressed backwards is ""Desserts"" that's why bitches eat junk food when depressed,rt @ tacorell stress backwards " " dessert " " 's bitch eat junk food depress
17544,1,RT @TacoRell This show should be called ""side bitches"" I ain't seen love YET,rt @ tacorell " " bitch " " ai n't love yet
17545,1,RT @TaddSaelee: I was in her while her nigger was in there makin dinner,rt @ taddsaelee ||| ||| nigger makin dinner
17546,1,RT @TaeCocky: I Hate when bitches get a man and start tweeting shit like ""LOL let me stop tweeting like this before he kills me &#128553;&#128553;&#128525;"",rt @ taecocky ||| hate bitch man ||| start tweet shit like " " lol let stop tweet like ||| kill | | | " "
17547,1,RT @TaeCocky: I have 0 hoes,rt @ taecocky | hoe
17548,1,RT @TaeCocky: I heard you wit that bitch that everybodyyyyy fuckingggggg,rt @ taecocky ||| hear you wit bitch everybodyy fuckingg
17549,1,RT @TaeCocky: Look at that bitch way over there stalking my twitter,rt @ taecocky | look bitch way stalk twitter
17550,1,RT @TaeCocky: She a hoe if her bday in september,rt @ taecocky | hoe bday september
17551,1,RT @TaeFrmUTW: It's UTW over here bitch but a lot of shit be going Down &#128548;&#9994;&#128165;&#128165;&#128165;&#128165;&#128165;&#128299;,rt @ taefrmutw ||| utw bitch ||| lot shit | | | | | | |
17552,0,RT @Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;,rt @ tae | rhode | | @ kim92493 | | @ tae | rhode ||| @ kim92493 @ patpatbush uhh you 've judgedand | ||| ; happen ||| whitepower ||| 'll hang you niggerand | woand
17553,1,"RT @Tahrell: Now, bitches gonna think just because they're married, they're better than every female that's not. Smh",rt @ tahrell | | bitch gonna think just ||| 're marry | 're better female 's ||| smh
17554,1,"RT @Take_My_Advicee: If you gonna fuck my girl then dont pull her hair, nigga i paid $200 for that bitch weave",rt @ | | advicee | ||| you gonna fuck girl ||| dont pull hair ||| nigga pay | bitch weave
17555,2,RT @TalibKweli: Do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside? I choose truth&#8230;,rt @ talibkweli ||| you want hear truth ||| you look hear you feel warm fuzzy inside ||| choose truthand
17556,1,RT @TalkHawkz: KMM get a fucking trash can on your head.,rt @ talkhawkz ||| kmm fuck trash your head
17557,2,RT @Talkmaster: People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&#8230;,rt @ talkmaster ||| people vote charlie crist ||| michelle nunn founder right vote constitutand
17558,0,RT @TankTopshotta: A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;,rt @ tanktopshotta ||| real nigga teach bitch game run | |
17559,1,RT @TaraTalksMONEY: Tuh! RT @VSamone: When u plan on going to a party and u don't and u gone on Twitter da next day &amp; see dat that hoe did &#8230;,rt @ taratalksmoney | tuh ||| rt @ vsamone ||| u plan party u u twitter da day andamp ||| dat hoe
17560,1,RT @TarikuSalim: I'd get a girlfriend if I had hoes tho. Lmaoo.,rt @ tarikusalim ||| 'd girlfriend ||| hoe tho ||| lmaoo
17561,1,RT @TasteMyGayness: Sharing is not caring .... Back tf up bitch,rt @ tastemygayness ||| share care ||| tf bitch
17562,1,RT @TasteMyGayness: That moment the pussy too good &amp; u gotta slow that stroke down! https://t.co/R4fLDz5SiN,rt @ tastemygayness | moment pussy good andamp ||| u gotta slow stroke
17563,1,RT @Taste_My_Lips57 Say dat shit again RT @ThoughtsOfRandy: Bad bitches hate broke niggaz. + but you knew that already..,rt @ taste | | lips57 say dat shit rt @ thoughtsofrandy ||| bid bitch hate break niggaz ||| you know
17564,1,RT @Taste_SweetTay: This bitch just blew my high &#128514;&#128514;&#128514;&#128514;&#128514;,rt @ taste | sweettay ||| bitch just blow high | | | |
17565,1,"RT @TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",rt @ tattedbrunettex ||| " " fuck you " " bitch nigga love hoe ||| dough
17566,1,"RT @TattedPapiChulo: Females nowadays don't like to do anything freaky, because you niggas gossip about it like bitches",rt @ tattedpapichulo ||| female nowadays like freaky | ||| you nigga gossip like bitch
17567,1,RT @TattedPapiChulo: Having a real bitch by your side and holding it down for you is a blessing &#128591; For Real.,rt @ tattedpapichulo | real bitch your hold you blesse | real
17568,1,RT @TattedUp_Tre: &#8220;@Blaxxxican: Early bird gets the dick&#127770;&#8221; &#128514;&#128514;&#128514;,rt @ tattedup | tre | | @ blaxxican ||| early bird dickand | | | |
17569,1,RT @TaughtYouWell: Boobs boobs boobs boobs lotta boobs,rt @ taughtyouwell | boob boob boob boob lotta boob
Man I make the baddest bitches send me nudes &#128525;&#128539; http://t.co/6tzYXgvqZv,,"",""
17570,1,RT @TaurusIsMagic: #Taurus's are the first to congratulate this years hoes for being smarter than last years hoes. You know who you are.,rt @ taurusismagic | taurus 's congratulate year hoe smart year hoe ||| you know you
17571,2,"RT @TayTheBADDIE: Never discuss cheese with a rat , talk bread with a bird , or make moves with a snake &#128175;&#128076;",rt @ taythebaddie | discuss cheese rat | talk bread bird | snake |
17572,1,RT @TayWest: When hoes call other hoes ""hoes"" http://t.co/39yoPnqqau,rt @ taywest ||| hoe hoe " " hoe " "
17573,1,RT @TaylorGrisbhy: Nothing is wrong wit staying down here to work at the plant.These little minded bitches need 2 fuckin stop being judgmen&#8230;,rt @ taylorgrisbhy ||| wrong wit stay work plant little mind bitch need fuckin stop judgmenand
17574,1,RT @Taylor_1017: Get this bitch out of my house,rt @ taylor | bitch house
17575,1,RT @Taylor_1017: Thanks for ignoring me faggots. I'm locked outside @A_Mitchellll13 @10Longdong,rt @ taylor | ||| thank ignore faggot ||| lock outside @ | mitchell13 @ longdong
17576,1,"RT @TazheAdorn: Yall ladies ever have on a tank top or something . . &amp; like one of your nips was just chilling outside the shirt, and you d&#8230;",rt @ tazheadorn ||| yall lady tank ||| andamp | ||| like your nip just chill outside shirt | you dand
17577,1,RT @TbhMoose: a girl tweeted ""you might be ghetto if u bring food from outside into the movies",rt @ tbhmoose ||| girl tweet " " you ghetto u bring food outside movie "
no u might be stupid if u pay 4.99 for a b&#8230;",,"",""
17578,1,"RT @TeGustaaa: If you suppose to be a man, don&#8217;t be a bitch.",rt @ tegustaa | ||| you suppose man | donand | ||| t bitch
17579,1,"RT @TeamBoosieBoo: No officer I wasn't drunk driving, I was swerving on them hoes.",rt @ teamboosieboo ||| officer n't drink drive ||| swerve hoe
17580,2,RT @TeamGladney: Did the Yankees make the playoffs and properly honor Jeter? RT @80sbaby4life: Orioles win?,rt @ teamgladney ||| yankee playoff properly honor jeter ||| rt @ 80sbaby4life | oriole win
17581,1,RT @Teamadeezy: Niggas is hoes 2,rt @ teamadeezy ||| nigga hoe
17582,0,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX,rt @ tease | rt ||| you fag
17583,2,RT @TedNugent: Gun control talks with gunrunning Eric Holder on board. We r the planet of the apes,rt @ tednugent | gun control talk gunrunning eric holder board ||| r planet ape
17584,1,RT @TedOfficialPage: Your opinion is irrelevant because you are a cunt,rt @ tedofficialpage ||| your opinion irrelevant ||| you cunt
17585,1,"RT @TedOfficialPage: guy: send me a pic of your pussy Girl: ok *sends pic of pussy*guy: HOLY SHIT, WHAT DAFUQ I WANTED TO SEE THE CAT!!!",rt @ tedofficialpage | guy | send pic your pussy girl | ok | send pic pussy | guy | holy shit | dafuq want cat
17586,1,RT @TeddyDelJones: Side hoes always winning,rt @ teddydeljones | hoe win
17587,1,RT @Tee_Affiliated: I'm that type of bitch to tell you I'm on my way knowing I just got in the shower,rt @ tee | affiliate ||| type bitch tell you way know just shower
17588,1,RT @TeeeeRenee: bitches b tweeting everything they see to b Relavent &#128514;&#128514;&#128514; its really sad &#128563;,rt @ teerenee ||| bitch b tweet b relavent | | | ; really sad
17589,1,RT @TehDucKii: if my tweets ever offended you:,rt @ tehduckii | ||| tweet offend you
1.) im sorry,,"",""
2.) it won't happen again,,"",""
3.) 1 &amp; 2 are lies,,"",""
4.) you're a fucking pussy,,"",""
17590,1,RT @TerrorFranchise: ""I'm turning over a new leaf! No more drama and CoD for me!",rt @ terrorfranchise ||| " " turn new leaf ||| drama cod | "
Is still a faggot.,,"",""
#JustBigEThings",,"",""
17591,1,RT @TerryWigley_: @wagggggie iPhone 5 bitch,rt @ terrywigley | @ waggie iphone bitch
17592,1,RT @TerryWigley_: Go fish bitch http://t.co/8xytlSF0Vt,rt @ terrywigley | fish bitch
17593,1,RT @TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;,rt @ terryisbetter ||| faggot complain stretch mark ||| nigga shit taste like swirl cinnamon toast crunch http://and#8230
17594,1,RT @TerryisBetter: if I fav your pic that means Dm me hoe,rt @ terryisbetter | fav your pic mean dm hoe
17595,1,RT @TevGonzalez: ""@Log_Popz: If you love her hide your bitch so you keep shorty"",rt @ tevgonzalez | " " @ log | popz | ||| you love hide your bitch ||| you shorty " "
17596,1,RT @TevGonzalez: You win some and lose some long as you get it on you aint a bitch.,rt @ tevgonzalez ||| you win lose long ||| you you aint bitch
17597,1,RT @TexasHickspanic: Hey you!! Acting like a saint on twitter.. we think you're fucking weird you prude bitch.,rt @ texashickspanic | hey you ||| act like saint twitter ||| think you fuck weird you prude bitch
17598,1,RT @ThaReal_Elijah: Real niggah over here&#128175;&#128520;,rt @ thareal | elijah | real niggah hereand |
17599,1,"RT @ThaReal_Elijah: Used to be with 50 niggas, 20 of em got murked, 20 of em turned pussy, the other 10 put in work",rt @ thareal | elijah | use nigga | em murked | em turn pussy | work
17600,1,RT @ThaStonerNation: ""You smell like Weed..."" and bitch you smell like sober.,rt @ thastonernation ||| " " you smell like wee " ||| bitch you smell like sober
17601,1,RT @ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping,rt @ thadisreal | lady ||| nigga wanna party weekend ||| basically hoe shop
17602,1,"RT @Thad_CastIe: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby.",rt @ thad | castie ||| milf sexy ass mom ||| you ||| you just bitch baby
17603,1,"RT @Thad_CastIe: Regrets are for pussies. Shit happens, deal with it",rt @ thad | castie ||| regret pussy ||| shit happen | deal
17604,1,"RT @Thaddiemac: light skin bitches cheat on their man, dark skin bitches squirt bike chain oil, latinas will cut your dick off, &amp; white gir&#8230;",rt @ thaddiemac ||| light skin bitch cheat man ||| dark skin bitch squirt bike chain oil ||| latina cut your dick | andamp | white girand
17605,2,RT @That1guyJeff: RT @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowJMbW0,rt @ that1guyjeff | rt @ rebeccaisfresh ||| carrot cake trash ||| sweet
17606,0,"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" .",rt @ thatbajankidd | neveraskablackperson ||| hair ||| hit you " " bitch buy ||| " "
17607,1,RT @ThatBoyACE71: Most black hoes at prom looked like http://t.co/FYZ1bPWXGw,rt @ thatboyace71 ||| black hoe prom look like
17608,1,RT @ThatBoyACE71: Vonte not tweeting like a bitch finally,rt @ thatboyace71 ||| vonte tweet like bitch finally
17609,1,RT @ThatBoyAdo: @tonykivarkis @Atoma87 lmao y'all some fags http://t.co/MN0TF3dgo7,rt @ thatboyado | @ tonykivarkis @ atoma87 lmao y'all fag
17610,1,"RT @ThatDamnHAM: #LRT exactly. Announcing that you could be a piece of pussy for a couple hours, then irrelevant after that? Nothing cute a&#8230;",rt @ thatdamnham | lrt exactly ||| announce ||| you piece pussy couple hour | irrelevant ||| cute aand
17611,1,RT @ThatDamnHAM: @NapturallyDev @HeyJaiiiii @_halfCRAZY610 lol bitch you've put lotion on my butt &amp; orajel in my mouth. You'd paint my toes&#8230;,rt @ thatdamnham | @ napturallydev @ heyjaii @ | halfcrazy610 lol bitch you 've lotion butt andamp | orajel mouth ||| you 'd paint toesand
17612,1,RT @ThatDamnHAM: Otw to DC. Hopefully I'll see my best bitch @NapturallyDev. That would make my day.,rt @ thatdamnham | otw dc ||| hopefully 'll best bitch @ napturallydev ||| day
17613,1,RT @ThatGuyBryant28: Still the greatest tweet ever. RT @DJZeeti bitches run on emotion not logic .. a bitch will say 1+1=3 if the number ...,rt @ thatguybryant28 | great tweet ||| rt @ djzeeti bitch run emotion logic ||| bitch say | number
17614,1,"RT @ThatIrvNation: @Satisfied_x fuck you bitch, if I said it was, it was",rt @ thatirvnation | @ satisfy | x fuck you bitch | ||| say |||
17615,1,"RT @ThatKevinSmith: Via @JenSchwalbach ""Eat ice KevinSmith"" If I'm eating anything tonight, woman? It's pity-pussy. Make it better in a ...",rt @ thatkevinsmith ||| @ jenschwalbach " " eat ice kevinsmith " " ||| eat tonight | woman ||| pity | pussy ||| better
17616,1,RT @ThatKidJony: I'm trying to pass my nigguh. http://t.co/xwD8jPpLmH,rt @ thatkidjony ||| try pass nigguh
17617,1,RT @ThatNiggaKeek: remember in a relationship.. her friends are NOT yours.. &#128581; they'll let her be a hoe...,rt @ thatniggakeek | remember relationship ||| friend you ||| | ||| ; 'll let hoe
17618,1,RT @ThatSlutAdrian: @WaldoKillz3 Lol someone fucking yo bitch?,rt @ thatslutadrian | @ waldokillz3 lol fuck yo bitch
17619,1,RT @ThatSlutAdrian: i'll be that bitch today,rt @ thatslutadrian ||| 'll bitch today
17620,1,RT @ThatTrillLife_: @x_NWTS bitch you got me I trouble I love you too .. Take your drunk ass to sleept,rt @ thattrillife | @ x | nwts bitch you trouble love you ||| your drink ass sleept
17621,2,RT @Thatindianbruh: Rise of the planet of the apes doin a musical???,rt @ thatindianbruh | rise planet ape doin musical
http://t.co/9ZxzlHti2M,,"",""
17622,1,RT @Thatindianbruh: There&#8217;s a bitch on twitter with 50k followers but she drive this. http://t.co/m4AKVZ4JgD,rt @ thatindianbruh | thereand | s bitch twitter k follower ||| drive
17623,1,RT @ThatsComplex: Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap http://t.co/uHaON0TJDw&#8221;,rt @ thatscomplex ||| hate shit like bitch decent meal hell thirst trap
17624,2,RT @ThatsFoodPorn: Oreo Donut http://t.co/obytemi3Ed,rt @ thatsfoodporn | oreo donut
17625,1,RT @ThatsJuuja: These bitches be pretty &amp; stupid,rt @ thatsjuuja ||| bitch pretty andamp | stupid
17626,1,RT @ThatsSoRyannn: &#8220;@zzachbarness: ""IBS"" irritable bitch syndrome.&#8221; I have this,rt @ thatssoryann | | @ zzachbarness | " " ibs " " irritable bitch syndrome.and | ||| ;
17627,0,RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.,rt @ theafricansiren ||| automatically suspicious white folk try hard like darky
17628,1,"RT @TheAlexP: Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back.",rt @ thealexp ||| yell " " come bitch " | | lift weight motivation ||| thank guy | you
17629,1,"RT @TheAsaCrawford: You shoulda learned how to bake, cuz bitches love cake",rt @ theasacrawford ||| you shoulda learn bake ||| cuz bitch love cake
17630,2,"RT @TheAtlantic: Meanwhile, in Canada: A monkey in a winter coat escapes in an IKEA http://t.co/Q9YUYVEl via @TheAtlanticWire",rt @ theatlantic | | canada ||| monkey winter coat escape ikea @ theatlanticwire
17631,1,RT @TheBOMBshellll: @vivalaleexx you a bitch!,rt @ thebombshell | @ vivalaleexx you bitch
17632,1,"RT @TheBOMBshellll: Too many faithful girls are single, and too many hoes are taken.&#128581;",rt @ thebombshell ||| faithful girl single | hoe taken.and
17633,2,RT @TheBananaFacts: wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana,rt @ thebananafacts | wiz khalifas 's song " " black yellow " " beautiful song bruise banana
17634,1,RT @TheBardockObama: People downloading time hop to be reminded they were faggots a year ago too,rt @ thebardockobama ||| people download time hop remind faggot year ago
17635,1,RT @TheBardockObama: Yea but who gets more bitches grandma,rt @ thebardockobama | yea ||| bitch grandma
17636,1,RT @TheBloodShow: Girls really made being a hoe kool on Twitter,rt @ thebloodshow ||| girl really hoe kool twitter
17637,1,RT @TheBloodShow: I hate typing something so detailed &amp; somebody respond with ""huh?"" bitch I'm Finna type the same thing twice dumb bitch,rt @ thebloodshow ||| hate type andamp ||| somebody respond " " huh " bitch finna type thing twice dumb bitch
17638,1,RT @TheBloodShow: Ugly hoes be the loudest .. u need to duck off &amp; hide yourself frfr,rt @ thebloodshow ||| ugly hoe loudest ||| u need duck andamp | hide you frfr
17639,1,RT @TheBloodShow: Why all these hoes be wearin flowers around they head. I hope a bee Sting they ASS,rt @ thebloodshow ||| hoe wearin flower head ||| hope bee sting ass
17640,1,RT @TheBossUnicorn_: I'm a crazy bitch.. fml,rt @ thebossunicorn | ||| crazy bitch ||| fml
17641,1,RT @TheCELEBrittany: - These porn hoes moan at EVERYTHING !!! &#128553;&#128555;&#128553; A nigga unbutton her shirt she moaning like stfu,rt @ thecelebrittany | porn hoe moan ||| | | | ||| nigga unbutton shirt moan like stfu
17642,2,"RT @TheCheapOne: What you see is what you get! I'm a guy with a love of adventure and a need for speed, Charlie Brown!",rt @ thecheapone ||| you you ||| guy love adventure need speed | charlie brown
17643,0,RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg,rt @ thechriscates | look faggot
17644,1,RT @TheCockiestMan: ""She's really nice when you get to know her!"" = She's a bitch but you'll get used to it.,rt @ thecockiestman | " " 's really nice ||| you know " | 's bitch ||| you 'll use
17645,1,RT @TheCockiestMan: Do I have time for these hoes? http://t.co/OHKWCg9ldW,rt @ thecockiestman ||| time hoe
17646,2,RT @TheComedyHumor: When I make a paper ball in the trash can http://t.co/mOxmRsOOv9,rt @ thecomedyhumor ||| paper ball trash
17647,1,RT @TheCommonCock: Rt if you killed a bitch with your dick,rt @ thecommoncock | rt ||| you kill bitch your dick
17648,2,RT @TheDiLLon1: Y'all not gonna trash Spirit airlines. I travel w/ them all the time. They even let me fly the plane 4 times. They don't mi&#8230;,rt @ thedillon1 | y'all gonna trash spirit airline ||| travel w | time ||| let fly plane time ||| miand
17649,1,"RT @TheDickUno: I hate seeing people bitch about their lives. I haven't even tried the Taco Bell breakfast, man, you don't have it this har&#8230;",rt @ thedickuno ||| hate people bitch live ||| try taco bell breakfast | man | you harand
17650,1,RT @TheDouch3: All the kickers in college football trash like y'all can't even make 20 yard field goals....u got one fucking job,rt @ thedouch3 | kicker college football trash ||| like y'all yard field goal ||| u fuck job
17651,1,"RT @TheDouch3: Bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. Jus a iPh&#8230;",rt @ thedouch3 | bitch tweet " " relationship goal " " w | man | job | ||| real desire stop hoe party weekend ||| jus iphand
17652,1,RT @TheDouch3: Most overused hoe excuses,rt @ thedouch3 | overuse hoe excuse
1. It's just lyrics,,"",""
2. My friends party so I party,,"",""
3. Men do it too,,"",""
4. And vice versa,,"",""
5. I was yo&#8230;,,"",""
17653,1,RT @TheDouch3: Stay safe and remember if u a girl and u on ur period don't go to a party and&#8230;..bitch jus stay home u gross as shit,rt @ thedouch3 | stay safe remember u girl u ur period party andand | bitch jus stay home u gross shit
17654,1,RT @TheDouch3: Tweeting about ur boyfriend won't get him off Xbox live that nigga gotta 24 kill streak rn bitch shut up,rt @ thedouch3 ||| tweet ur boyfriend xbox live ||| nigga gotta kill streak rn bitch shut
17655,2,RT @TheDouch3: Why would u let ur girl even go to a party without u thats retarded lol u must want to get cheated on,rt @ thedouch3 ||| u let ur girl party u thats retard lol u want cheat
17656,1,"RT @TheDrugTribe: New Years resolution: smoke more weed, make more money, fuck more bitches",rt @ thedrugtribe | new year resolution | smoke wee | money | fuck bitch
17657,1,RT @TheDrugTribe: mary isn't a backstabbing bitch that lies and deceives me,rt @ thedrugtribe ||| mary n't backstab bitch lie deceive
17658,2,RT @TheDrunkStory: ""My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits ""threes"""" &#8230;,rt @ thedrunkstory ||| " " bro ugly chick festival ||| drink 's know larry bird ||| hit " " "
17659,1,RT @TheDrunkStory: ""My girlfriend cheated on me so I dumped her. I'm dating her mom now so now that bitch is my step daughter."" - Texas Tec&#8230;,rt @ thedrunkstory ||| " " girlfriend cheat dump ||| date mom bitch step daughter " | texas tecand
17660,2,"RT @TheEagleFazi: Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;",rt @ theeaglefazi | | child balochistan school | follow | sindh | kp | punjab |||
17661,2,"RT @TheFactsBook: Twitter has a bird as its logo, that&#8217;s why when you join you&#8217;re an egg, and your home button is a birdhouse. Why am I ...",rt @ thefactsbook | twitter bird logo | thatand | ||| s you join youand | egg | your home button birdhouse |||
17662,1,RT @TheFakeESPN: Johnny Manziel&#8217;s bye-week stat line:,rt @ thefakeespn | johnny manzieland | s bye | week stat line
Bud Light Platinums: 23 | Shots of Patron: 8 | Side bitches: 5 | Fucks given: 0,,"",""
17663,2,RT @TheFakeESPN: Red Hot Chili Peppers with the longest nip-slip in Super Bowl Half Time Show history.,rt @ thefakeespn ||| red hot chili pepper longest nip | slip super bowl half time history
17664,1,RT @TheFakeESPN: Rutgers terminated Mike Rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill ...,rt @ thefakeespn ||| rutgers terminate mike rice 's contract repeatedly cunt hurl ball ||| finally kill
17665,1,RT @TheFatKidJames: @Von_VonRichter Bro fuck you for leaving! Lol no but have a great time up there and don't forgot about the bros back ho&#8230;,rt @ thefatkidjames | @ von | vonrichter bro fuck you leave ||| lol great time forget bro hoand
17666,1,RT @TheFitGawd: &#8220;I don&#8217;t know why these bitches laughing. You not even funny my nigga&#8221; http://t.co/0IdY5oSkrf,rt @ thefitgawd | | donand | ||| t know bitch laugh ||| you funny niggaand
17667,2,RT @TheFoodBibIe: Deep Fried Oreos http://t.co/quDw3wqD7r,rt @ thefoodbibie ||| deep fry oreo
17668,1,RT @TheFunnyTeens: When someone tells me I should stop being a bitch http://t.co/LTR4gi5mUv,rt @ thefunnyteens ||| tell stop bitch
17669,2,RT @TheFunnyVines: Crazy bird https://t.co/XuvE34qenH,rt @ thefunnyvines | crazy bird
